Profession,Income,Credit_card_number,Expiry,Security_code,Fraud,Transaction_amount
DOCTOR,44379,4349120225839263,02/30,330,0,19221.06
LAWYER,7690,372340187992011,05/27,342,1,5660.88
ENGINEER,11411,565895964791,01/27,371,1,11928.49
DOCTOR,67783,30131450803975,07/29,384,0,21257.5
ENGINEER,84617,561925645526,01/34,862,1,75273.63
LAWYER,246,4618225587280687898,11/32,416,0,58.08
DOCTOR,27623,30540311188535,05/28,810,0,9622.0
LAWYER,6492,180037659271567,12/33,25,1,7436.57
DOCTOR,91635,4912365621737418628,11/34,54,0,27350.33
ENGINEER,89584,213128392710663,11/29,722,1,99649.8
ENGINEER,71892,30234471152040,03/27,825,1,64780.31
LAWYER,87010,4267024523491,12/26,126,1,65361.67
DOCTOR,53217,4961284463350727,06/34,952,1,38888.48
LAWYER,35223,4594669824978940,06/25,556,0,4245.56
ENGINEER,49330,2252952159217374,08/29,139,1,43907.4
DOCTOR,92931,4559956375630241,12/25,368,1,80721.62
LAWYER,3545,6011085417180655,03/30,529,1,3754.04
DOCTOR,59102,30452425610190,08/32,55,1,63322.52
ENGINEER,60910,3528725583408009,01/31,699,0,7330.01
DOCTOR,19471,36567363736204,12/33,982,1,15782.45
LAWYER,55356,6569135184497380,08/29,663,0,11608.42
ENGINEER,59094,3557138486024622,02/29,777,1,57546.09
DOCTOR,64987,4723792201499635091,12/28,337,1,50186.71
LAWYER,43849,4772567234474696,02/28,190,0,6734.18
DOCTOR,77107,3562782580491329,06/26,271,1,90361.26
ENGINEER,18276,3598193720299317,08/25,867,0,7706.64
LAWYER,97550,4311605372418469,05/33,180,0,16804.15
LAWYER,31255,3587147885669568,04/25,651,1,28232.14
LAWYER,87572,3551658848926863,01/27,687,0,21214.21
DOCTOR,48999,4499947890983002,09/30,340,1,53678.5
DOCTOR,63731,6516336715384014,12/32,6576,0,19379.65
DOCTOR,48833,639077292923,07/26,257,0,7380.61
ENGINEER,90478,3524873412407323,09/34,222,1,96765.86
ENGINEER,21753,675903532025,03/25,235,1,19543.85
LAWYER,9435,4216821612858,09/31,69,0,1935.78
DOCTOR,90153,565681200384,05/28,993,0,22556.23
LAWYER,98908,180021048386658,01/34,279,1,93851.65
DOCTOR,84160,3501882281074921,12/27,863,1,73350.3
ENGINEER,61563,3506137964828381,05/29,934,0,12113.28
DOCTOR,82273,3500290896696487,08/34,855,0,21341.68
ENGINEER,44232,4445537307707852277,08/28,144,1,31386.43
ENGINEER,86140,630439347851,04/32,857,0,35231.19
ENGINEER,33950,4754273889806,03/29,745,0,5716.43
ENGINEER,91664,630426142836,10/34,997,1,66177.04
DOCTOR,43304,6011766417785722,02/25,790,1,44466.68
DOCTOR,13447,4472388854156304,12/33,351,0,5507.55
DOCTOR,2187,4445035499137488,12/30,768,0,930.64
LAWYER,8466,213169697000897,06/27,240,0,2517.82
ENGINEER,74831,30599541445529,02/25,90,1,60065.65
ENGINEER,36391,4986712956529671,05/30,931,1,38887.93
ENGINEER,60566,2708080372353485,07/25,7354,1,63585.61
ENGINEER,18482,6011912021304084,06/27,746,0,3668.83
ENGINEER,23880,3581528123319668,08/30,118,0,11017.35
LAWYER,9251,30031069205804,08/32,100,1,6958.47
LAWYER,23500,4159645284218909,07/29,410,0,11587.27
ENGINEER,61615,36542943688704,11/28,795,1,69632.58
LAWYER,62707,4603157271863491,07/33,954,1,65462.93
LAWYER,66069,30260466346305,05/26,613,1,77259.43
DOCTOR,22818,502007855567,11/33,582,1,24213.45
LAWYER,46800,343285165070288,09/25,394,0,8245.35
DOCTOR,29389,38346538150031,07/25,424,0,8136.71
DOCTOR,61925,639022183912,03/25,306,1,45561.41
LAWYER,55416,30292923684804,05/32,489,0,14178.9
DOCTOR,438,6539942304110588,02/34,39,0,173.73
ENGINEER,19755,4565170518599,08/30,534,0,5029.18
DOCTOR,72055,3576962098241028,07/32,585,0,16725.24
DOCTOR,75349,2238716182269747,11/25,618,0,25478.68
DOCTOR,69445,30306530677330,06/28,348,0,31172.6
LAWYER,13126,502095981051,07/25,6071,1,9500.49
LAWYER,45221,6583086029122232,01/29,137,0,11494.64
LAWYER,2728,3578039688445505,11/31,576,1,2125.44
LAWYER,63223,60482782251,06/33,826,1,66237.29
ENGINEER,23958,676215552255,01/31,643,1,18037.07
DOCTOR,40047,503844447063,12/28,701,1,41344.68
ENGINEER,58246,4668771497344,03/25,926,1,49106.65
DOCTOR,71763,4201765736575199,12/24,421,1,57371.53
ENGINEER,99197,4273079157372460769,10/26,151,1,115879.58
ENGINEER,46283,349312730467767,12/29,737,1,32826.79
DOCTOR,36320,4602597673952,11/27,945,1,33374.04
LAWYER,41159,3598213197654750,11/28,464,0,4471.96
DOCTOR,91922,630478636677,03/25,558,1,86571.82
ENGINEER,93446,3588506900981671,09/26,895,1,88822.64
LAWYER,85743,3597839071191492,07/33,527,1,73810.25
ENGINEER,63349,4383856553668520215,04/26,336,0,9683.83
LAWYER,62009,4364870334994546279,05/28,887,0,15536.67
DOCTOR,10834,4351420409934624766,11/27,633,1,11225.45
LAWYER,55673,213170994304693,10/27,613,1,60750.26
ENGINEER,10718,6011988568607394,01/31,132,1,10346.89
LAWYER,32717,4805510262780288,05/29,7281,1,32550.71
LAWYER,21948,30188314332492,12/31,20,0,3956.05
ENGINEER,49353,675958977000,04/33,115,1,41637.41
LAWYER,1188,30192081968108,11/24,461,0,195.73
DOCTOR,77159,30573698678430,12/25,874,1,63628.99
DOCTOR,6719,630410061349,11/29,89,1,5458.81
ENGINEER,45187,6011178018542876,10/33,629,1,43367.07
LAWYER,90162,6563730770857389,06/32,408,1,88479.97
LAWYER,8646,370094149167020,03/26,262,0,4132.61
ENGINEER,2483,2273339857233884,08/30,428,0,442.54
ENGINEER,67473,4350389584428267,03/26,574,1,68878.99
ENGINEER,26098,6011854399218399,01/28,334,1,28933.02
DOCTOR,6973,4947734089427639,05/32,5431,0,2259.93
DOCTOR,42264,4212680614377781,01/32,270,0,8537.39
DOCTOR,88878,30132226246093,10/27,850,1,73882.07
ENGINEER,28446,6011356232669721,08/26,9990,1,20470.5
ENGINEER,57107,4539900046593,03/31,127,1,48696.4
DOCTOR,81135,4811696913416679,09/30,177,1,87001.21
DOCTOR,65935,3574359231970427,11/30,852,0,7846.73
DOCTOR,33619,4753644130676,05/30,181,1,27219.54
DOCTOR,9151,4227833799093888,07/26,750,1,9637.07
DOCTOR,48168,6566164969049953,06/27,812,0,19896.3
ENGINEER,59247,502091251350,05/29,764,1,54961.02
ENGINEER,94608,2523194501540590,08/27,256,1,99247.31
ENGINEER,54476,370279487696736,06/28,357,0,13901.23
LAWYER,32810,4663961742933545,07/33,660,1,25590.38
ENGINEER,99411,4914598232816462,08/26,191,0,25773.28
DOCTOR,50746,4740817644423547,07/31,630,1,50237.72
LAWYER,45524,30438567609074,04/30,519,1,53446.39
LAWYER,73270,6011585836399349,10/32,490,1,53807.69
LAWYER,13574,2435395082480323,04/30,64,0,4112.35
ENGINEER,98619,4207742496729476,05/30,3636,1,85252.17
DOCTOR,40055,6011917157982686,11/27,563,0,12149.67
DOCTOR,65701,3531337124860824,05/28,423,0,7200.18
ENGINEER,71312,4647963355442609,07/34,909,1,61079.63
LAWYER,64663,30261959679459,03/33,698,0,27672.35
DOCTOR,21288,2270882019598986,11/30,35,1,20797.76
LAWYER,5994,2263122654361278,06/31,142,1,5546.2
ENGINEER,19245,6011679303049386,11/26,826,1,16218.97
DOCTOR,42552,6524224397484247,04/32,901,0,9328.12
DOCTOR,94538,3505780990730062,07/26,216,1,84285.42
DOCTOR,73784,4905442848995077157,05/25,837,0,32039.1
LAWYER,14290,6011305207798569,01/34,499,0,6957.59
DOCTOR,19037,6011239982235531,05/27,814,1,17501.24
DOCTOR,69565,6580133283380255,10/32,66,1,62377.3
ENGINEER,54969,676387061564,02/30,789,0,24110.52
DOCTOR,53316,6545271641742693,05/33,743,1,48701.64
LAWYER,52006,213124158761883,01/30,459,1,50758.33
LAWYER,45061,4952530583049537,06/29,230,0,8668.68
ENGINEER,73577,30572618087599,04/27,49,0,29239.57
ENGINEER,69087,180056697691115,10/34,552,1,66737.64
DOCTOR,37535,349784130437162,01/29,968,0,15900.34
ENGINEER,42227,213123138291888,03/34,325,0,17409.9
LAWYER,35174,30087034513615,09/25,468,1,28403.09
DOCTOR,455,30142790609295,12/26,715,1,481.31
LAWYER,22934,6519202221287488,11/27,747,1,25228.02
DOCTOR,9729,639042233978,09/30,638,1,8493.94
LAWYER,91323,4126024877380619,06/26,290,1,71807.69
LAWYER,86066,4790745933277,10/30,3385,0,8697.22
LAWYER,34895,502027961593,03/34,995,0,9783.21
LAWYER,65455,4494237381260309,01/32,627,1,57352.74
ENGINEER,74178,213164350218829,09/33,883,0,23882.64
DOCTOR,84462,4765895478011636388,04/34,621,0,14799.13
DOCTOR,39391,30451153614333,12/32,4,0,17484.33
ENGINEER,41584,4922280622516479,01/30,952,1,34468.05
LAWYER,21786,340776326355249,10/30,716,1,17716.7
DOCTOR,18354,36114656729818,08/30,744,1,17259.31
DOCTOR,57059,38614653525414,03/29,2641,1,54173.27
DOCTOR,51523,4723095528827,09/27,137,0,9585.03
ENGINEER,89727,639047030007,06/25,646,0,18730.0
ENGINEER,33026,370914393862887,05/25,970,1,25920.54
LAWYER,66673,3507992424521573,02/28,352,1,70622.05
LAWYER,57250,3509226810444118,01/25,508,0,23360.04
ENGINEER,95013,4108508528947,11/27,391,1,88472.71
ENGINEER,40081,3545551229860968,08/31,389,0,15456.63
ENGINEER,14014,213161249881411,07/25,288,0,5526.76
LAWYER,87056,3558976997179214,04/25,486,0,13520.69
DOCTOR,57826,2281799216790900,06/33,748,0,28130.68
LAWYER,20165,4409080594047434,08/34,855,0,8638.94
DOCTOR,84884,2235659701427243,10/34,687,0,15431.35
DOCTOR,62849,4716589649870075876,03/32,216,0,10965.01
ENGINEER,24373,2285318844287605,07/33,1784,0,3662.4
DOCTOR,8309,6011568129214409,04/29,854,1,6391.19
DOCTOR,81655,379677659995417,03/31,551,1,87704.08
DOCTOR,57954,4992760884997991,09/30,8513,1,54176.97
LAWYER,83952,4202418518625,12/25,728,1,91630.84
DOCTOR,74886,3521671662198946,05/25,155,1,80362.22
ENGINEER,10280,4797398272971406,05/28,827,1,10303.71
ENGINEER,5669,4255280748353192,05/30,802,1,5913.81
LAWYER,67058,4929972722264,06/28,269,1,47556.05
LAWYER,93870,4036375728144,01/27,729,0,21093.63
LAWYER,96795,4256964326635,10/26,140,0,34374.7
ENGINEER,70302,4362070559288854,03/29,186,0,7292.99
DOCTOR,28465,30576304331427,03/28,5193,0,3221.98
DOCTOR,60278,6011217215917042,07/30,246,1,67869.65
LAWYER,39045,4726970745779470303,06/32,672,1,40685.38
LAWYER,65083,6573579261768714,04/25,183,0,13416.72
DOCTOR,47615,4777950870107966108,12/25,176,0,17864.44
LAWYER,67553,3586734663537330,01/29,714,0,28168.43
DOCTOR,35254,30121508492541,05/27,74,0,7851.69
ENGINEER,78591,2454894168384652,05/33,98,1,56429.81
ENGINEER,37881,675947829270,11/29,266,1,44184.0
LAWYER,55339,6570936842709810,01/29,863,1,48288.25
ENGINEER,27981,180045121972738,11/28,342,0,3989.89
ENGINEER,80447,30407089145461,06/25,8730,0,23872.06
DOCTOR,95652,503848106483,03/30,728,0,38967.39
DOCTOR,69766,4618951156244,05/33,139,1,56567.92
LAWYER,36711,2221675108051473,01/25,2486,0,7628.4
DOCTOR,71944,3555991129613272,05/27,32,1,59091.74
ENGINEER,77554,2265622473765136,08/29,580,0,38518.68
LAWYER,29063,4386782191035432236,11/28,505,1,23212.67
DOCTOR,24235,4994794835670181,03/28,908,1,23938.37
DOCTOR,19649,3563503870546989,11/29,310,0,9237.11
LAWYER,94109,4823741990031,01/30,114,1,72788.44
DOCTOR,77636,4309074266685036,05/31,248,1,92031.82
ENGINEER,49423,2283463606531261,11/33,911,1,58009.68
LAWYER,51074,4313300895052783,09/26,7970,1,58341.11
ENGINEER,34052,676122289942,02/33,405,1,27489.44
LAWYER,41683,3518342919053723,07/26,9609,1,42392.76
LAWYER,70567,180067295938303,12/26,77,0,28534.23
LAWYER,30015,676130493171,04/31,594,1,35808.31
LAWYER,36528,3595783586281905,12/29,373,1,28864.86
ENGINEER,31898,60428729887,10/28,107,1,34545.95
LAWYER,98851,4012523998864784495,02/28,252,0,23281.43
ENGINEER,67974,3568711356689059,12/24,565,1,53550.82
LAWYER,35127,3554378103823625,05/25,151,1,31989.75
DOCTOR,88870,4898808002181108070,06/31,173,1,97483.1
ENGINEER,55851,676101068705,10/28,376,0,15970.03
LAWYER,39630,30158438663403,03/25,284,1,38392.02
ENGINEER,20711,4700088910964816,02/27,131,0,10315.4
ENGINEER,44314,2275804935028885,09/28,450,0,11505.85
LAWYER,47381,213116850658706,10/29,206,0,16401.42
DOCTOR,26986,3549465500093627,01/32,385,0,6641.19
DOCTOR,24423,213158949051303,08/28,302,0,6279.5
ENGINEER,95102,4506078373653,11/32,421,0,35972.93
DOCTOR,92536,3551752323982861,01/25,897,0,43968.92
LAWYER,71001,38767287989982,12/25,233,1,68954.71
LAWYER,4238,3541020083694883,05/29,624,0,1726.39
ENGINEER,30666,38212885266202,04/32,2501,1,22834.0
LAWYER,79963,4364333783187,01/28,46,0,14750.23
ENGINEER,82906,4490965317832224737,01/30,733,0,24942.49
ENGINEER,54636,4796907630651300656,01/31,689,0,5900.94
ENGINEER,39864,4476101076229445,09/34,252,1,32944.71
DOCTOR,37944,675940839235,05/32,447,1,36376.94
ENGINEER,4479,4218137010802825,06/27,532,1,3168.81
ENGINEER,16942,4237329918993,03/34,84,1,14100.37
DOCTOR,19892,3524620715294092,06/27,94,0,6079.24
ENGINEER,52693,349322957067687,07/30,123,1,51985.58
LAWYER,76091,3538445676519228,05/34,368,1,88484.39
LAWYER,21469,6011094544088377,05/27,335,1,21955.76
DOCTOR,36301,30170624049750,06/26,144,0,9652.23
ENGINEER,71638,4874030270188321,05/29,508,0,33823.2
DOCTOR,29447,4681788164152280,05/30,990,0,12189.68
DOCTOR,11396,4258353855570,11/28,830,0,2051.32
LAWYER,92075,675924343915,08/28,384,1,70476.16
LAWYER,39179,347066006546942,01/27,44,1,40664.11
LAWYER,63359,4098327615895903,10/28,952,0,20525.35
LAWYER,40157,4127537251908498,02/31,883,1,43965.36
ENGINEER,27142,576961575262,08/25,25,1,29025.72
LAWYER,65735,36981930896658,11/33,82,0,23012.81
LAWYER,12149,3568842396413943,01/29,3688,1,14496.08
ENGINEER,62177,180075734328630,03/34,235,1,60112.4
DOCTOR,91249,4230041767957317,10/32,505,0,13253.21
DOCTOR,53143,4881629324641572,05/34,913,1,59208.57
LAWYER,27872,343730476491277,02/27,840,1,23020.23
LAWYER,3959,5183064921830034,09/32,873,0,1626.84
ENGINEER,52918,30031039658892,07/27,449,0,25551.08
LAWYER,97492,6586825846838604,03/26,513,0,36922.0
LAWYER,86846,3563203826326707,11/30,17,1,86673.62
LAWYER,93942,4205709271209273,04/25,713,1,87384.2
DOCTOR,22748,30541305462464,10/27,157,1,20068.4
ENGINEER,24425,344679446216307,01/31,933,0,5891.36
ENGINEER,92310,213172273077438,09/27,150,1,93988.78
ENGINEER,6605,4294843944767052,05/34,577,1,7104.58
ENGINEER,4091,502063192913,01/29,150,1,4251.61
ENGINEER,28699,4894665333423099293,10/29,682,1,22936.39
ENGINEER,10772,180042179089150,12/29,900,0,3205.69
DOCTOR,29063,6518300231806445,12/26,7438,0,12109.27
ENGINEER,82854,3540978535691271,02/33,453,1,77704.79
DOCTOR,45602,3528414430149518,04/29,429,1,44156.95
DOCTOR,14264,213103795466726,07/33,541,1,15484.54
DOCTOR,19888,3532386218676744,12/25,475,0,7249.3
ENGINEER,74950,502051177439,09/29,653,0,19767.16
ENGINEER,75109,3514380163186728,03/33,882,0,34412.32
LAWYER,80351,578913570474,12/26,7747,0,13260.07
DOCTOR,41382,3576438331497719,05/34,822,0,20616.78
DOCTOR,10150,2706279048897295,05/28,620,0,1497.54
LAWYER,956,4581148988871,04/28,160,0,101.32
DOCTOR,4365,3569630859231533,10/26,494,0,1990.47
LAWYER,63900,213183061326317,06/34,46,1,52556.26
DOCTOR,33913,3565465686041902,10/30,777,0,13289.82
ENGINEER,79153,3544552763645766,10/34,313,1,87504.25
LAWYER,70245,4723957335238,08/25,749,1,79341.25
LAWYER,71765,4538141558762,11/27,626,0,35641.2
DOCTOR,49998,3527170563048098,11/28,741,1,42349.3
DOCTOR,32150,180022078969793,04/25,7730,1,33922.16
ENGINEER,86000,3533995525349230,04/31,284,0,12569.76
LAWYER,69356,180001698166022,01/29,57,0,18221.47
DOCTOR,7904,4817652729999721697,04/33,797,1,8883.98
LAWYER,69334,3595652182865983,07/26,231,1,61279.4
LAWYER,48506,38833629128661,01/27,655,1,48290.04
ENGINEER,21821,3593731252777237,07/31,890,1,20771.12
LAWYER,32008,36807562334413,12/30,188,1,32743.41
ENGINEER,94556,2239656298346642,01/32,994,1,112185.7
LAWYER,28541,213191476426309,08/25,974,0,3490.4
ENGINEER,57006,4771104261708,03/32,155,1,56263.83
ENGINEER,94853,4760241170387339695,04/34,562,1,107327.53
ENGINEER,79432,3529985136111554,11/26,345,1,74721.0
ENGINEER,26294,379884403330533,11/29,334,0,3455.32
LAWYER,86009,6516110923209960,10/25,160,1,84312.01
DOCTOR,31939,676104501793,07/25,720,0,7436.34
ENGINEER,57731,3582612180603559,03/31,576,0,9351.08
DOCTOR,99476,676350301716,07/30,360,1,111862.48
LAWYER,96298,502074536959,06/27,304,0,29721.4
LAWYER,86573,577081526474,02/34,212,0,40975.92
ENGINEER,39401,180001416274645,11/34,7,1,43459.63
LAWYER,17652,4918659693211843193,12/26,519,0,6658.14
ENGINEER,36756,3540834349210149,06/25,719,1,25821.56
ENGINEER,25979,4509091311361,07/26,543,0,7043.67
ENGINEER,9583,3599478986553260,03/28,853,1,7654.36
DOCTOR,89505,4269522204889,10/27,33,1,103413.98
LAWYER,93195,344550750410259,03/25,387,0,15827.64
LAWYER,80499,4618995405112725869,12/25,200,1,67863.07
DOCTOR,51546,2679052129604697,03/33,128,0,15810.95
DOCTOR,56633,630459356618,10/27,845,0,11629.33
LAWYER,48326,676250816078,03/25,205,1,38899.16
LAWYER,25811,30242229098217,02/30,443,0,8766.44
DOCTOR,37566,3586191604372287,05/33,603,0,5092.89
ENGINEER,27530,4857933678747798373,11/30,947,0,3393.54
DOCTOR,17500,213183736421519,01/30,500,0,4355.72
LAWYER,44916,3569947343890249,10/28,488,1,47625.88
LAWYER,31246,348694385415790,05/34,762,1,30539.95
DOCTOR,31482,4690610817582714,04/34,245,1,28693.9
ENGINEER,79550,4194500209892873,03/33,744,0,25957.21
DOCTOR,93756,6511428822799336,07/25,221,1,82760.83
LAWYER,40845,30311859234259,05/26,688,0,19379.26
DOCTOR,50906,583451696475,10/33,387,0,6208.6
LAWYER,94288,30487283691783,12/31,597,0,34825.89
LAWYER,10569,3516240741789542,11/26,882,1,12108.28
ENGINEER,38810,4425889515323640118,05/25,636,1,42766.38
LAWYER,8827,4288103347545,07/34,217,0,1532.51
DOCTOR,70044,213123419958700,04/27,86,0,15295.55
ENGINEER,48534,4473562627408420540,07/29,971,1,51374.4
DOCTOR,49043,4238360349402028,02/28,452,1,36396.54
ENGINEER,95548,30046275456728,05/27,179,0,40583.5
LAWYER,88921,3585046340536267,12/28,850,1,94207.66
ENGINEER,987,4811148588102,07/31,318,0,386.75
ENGINEER,31761,30053305522586,08/34,652,0,4449.61
DOCTOR,1816,3558467068495119,12/29,676,1,1922.93
ENGINEER,60872,4905894369150598,11/28,232,1,63301.34
DOCTOR,28281,5171642565471555,01/29,624,0,12227.83
DOCTOR,71334,3548693378807841,08/32,361,0,8320.28
DOCTOR,26214,180051685751906,10/25,34,1,18652.71
DOCTOR,93514,30234152886296,01/33,148,0,23303.95
LAWYER,5338,6530019759471762,01/33,345,1,4133.72
DOCTOR,65122,630482033598,04/32,119,0,21057.45
ENGINEER,55031,5278471080341669,09/25,10,0,25696.15
DOCTOR,12224,4436236739852,08/28,4336,1,10949.52
ENGINEER,31360,60483097006,03/31,774,1,35200.82
LAWYER,24511,4942485768617,08/33,27,0,2453.46
LAWYER,14558,501835179521,01/25,396,0,2437.09
LAWYER,31611,4053528229458,03/33,192,0,3545.79
DOCTOR,85830,180059458815394,08/34,126,0,19848.95
ENGINEER,51796,4855766374385395,10/29,354,0,23995.84
DOCTOR,41266,3519255317628236,09/28,815,1,30886.61
ENGINEER,35087,502017595138,07/32,163,1,35199.45
ENGINEER,94680,3534925787738548,03/33,734,1,87649.82
DOCTOR,1834,4015768573376139079,06/29,968,1,2144.38
DOCTOR,37477,4977681937395794435,05/29,459,1,28529.72
LAWYER,43704,630491526186,12/32,83,1,35226.03
ENGINEER,29366,676347870211,12/31,940,1,20989.96
ENGINEER,78231,503877012198,06/30,305,1,71735.29
ENGINEER,27851,30266216000886,03/32,673,1,23364.66
DOCTOR,85547,577391313951,09/30,856,0,38321.84
DOCTOR,78826,2299744124488155,03/34,114,0,26956.63
ENGINEER,16225,501846261508,08/34,133,0,5607.95
LAWYER,90406,3558089173088892,08/25,348,1,87328.16
LAWYER,70102,349306713493071,02/27,683,0,9585.76
LAWYER,13825,4621635763032657,05/34,318,0,3843.45
ENGINEER,7353,2718137176228426,11/28,967,0,3675.04
DOCTOR,11223,4303059904353044,10/33,40,0,4871.81
ENGINEER,71338,6537012137440719,01/32,994,0,32628.83
LAWYER,92790,3570510297818124,02/25,684,1,103146.59
DOCTOR,37609,6508771749180014,03/28,560,1,28263.95
LAWYER,23576,502041043683,02/33,938,1,19184.36
ENGINEER,7705,4303125587487050,06/33,778,1,5405.53
DOCTOR,23525,2250543100278565,04/28,617,0,5208.53
ENGINEER,81317,180013466894487,07/25,909,1,61337.71
DOCTOR,90824,6011366482705323,10/33,949,1,85047.29
LAWYER,29432,6011223291005553,08/26,681,1,30567.01
ENGINEER,61193,30441578059891,08/31,257,0,27524.74
ENGINEER,81646,4072868333288018519,12/25,982,1,87737.49
LAWYER,7139,675915319395,11/26,214,1,8347.58
ENGINEER,6613,4473313480688,08/32,195,0,803.87
ENGINEER,31998,30051432917414,01/32,4076,0,3355.69
LAWYER,38572,4959899458056973,04/27,450,1,39754.97
DOCTOR,97958,3562762063637499,10/26,271,1,82742.79
ENGINEER,50741,348690331685981,05/26,270,0,10219.26
DOCTOR,54702,3587867296743633,07/25,941,0,12710.27
LAWYER,8232,4648728239858,09/30,869,0,1711.58
LAWYER,18261,3510863221741679,04/26,374,1,17452.37
LAWYER,43369,6011355483130359,09/30,4680,0,11972.42
ENGINEER,43456,378139813887247,04/26,921,0,13252.84
LAWYER,53460,213172146853999,03/29,283,0,19731.31
ENGINEER,88534,2720358487961796,11/26,974,0,22563.08
LAWYER,44730,4321979030349,02/25,172,0,8969.4
LAWYER,80838,4326761373109874813,09/32,311,0,13457.93
ENGINEER,91697,4332852916074,06/30,172,1,80210.76
ENGINEER,39245,3540263840184373,04/27,439,0,15569.38
ENGINEER,67715,3542582184374755,10/30,40,1,73020.64
DOCTOR,83247,342349626265829,08/32,90,1,86031.84
LAWYER,33775,4042527946694548,07/34,373,0,6539.22
LAWYER,87421,676109935749,05/34,85,0,29306.54
ENGINEER,11370,6556171289678082,05/31,676,1,11203.37
ENGINEER,58319,6574765180554066,12/27,294,1,54944.26
DOCTOR,3841,4117485600041,01/29,665,1,3744.93
DOCTOR,58092,4089855089823259,01/32,933,1,54948.95
DOCTOR,64683,213171338820188,05/31,90,1,63565.81
LAWYER,35065,4778787624125154560,07/30,480,1,37090.11
ENGINEER,36194,3599427182760047,10/29,633,1,27319.74
DOCTOR,22831,4520925840962,03/29,58,0,9128.98
DOCTOR,61927,4957031581147147,01/31,589,0,9558.71
DOCTOR,85660,3543076800597922,12/33,389,0,10848.94
DOCTOR,82278,4650084258514,07/29,970,1,97749.54
LAWYER,25688,6011290156893571,02/30,3643,0,12402.08
LAWYER,85188,676277141203,11/25,160,0,10578.19
DOCTOR,78123,3596547904178948,05/34,846,1,72000.24
LAWYER,46279,344180021302950,08/29,534,0,8075.59
DOCTOR,35977,4379799506126607196,06/30,43,0,10582.2
DOCTOR,23450,4530788248322620308,04/30,107,0,10132.06
